ticker,name,beta_equity,beta_asset,beta_debt,re,rd,wacc,"enterprise_value, $B","equity_value, $B",stock_price,mkt_stock_price
VZ,Verizon Communications Inc.,0.47,-0.2717315809611193,-0.7417523944661227,0.013249886732706048,0.0,0.007938454731562643,10237.026392574726,10126.886392574726,2446.1078242934122,56.38
T,AT&T Inc.,0.74,0.12120063025824035,-0.7417523944661227,0.024326645766979797,0.0,0.016683976072408457,7512.200115751976,7343.273115751976,1005.9278240756131,32.29
CMCSA,Comcast Corporation,1.1,0.10337577010836248,-0.7417523944661227,0.02382416295935474,0.0,0.013705207458837972,5495.817014688536,5388.386014688535,1189.4891864654603,41.69
CHL,China Mobile Limited,0.7,0.7,-0.7417523944661227,0.040643,0.0,0.040643,12338.363584945608,12395.665584945607,605.2571086399223,44.2
CHTR,"Charter Communications, Inc.",1.25,,-0.7417523944661227,,0.0,,,,0.0,389.72
AMT,American Tower Corporation (REIT),0.11,-0.5130843297684808,-0.7417523944661227,0.006446152743826525,0.0,0.0028520707010339023,6229.62788004711,6209.67668004711,14048.406588043776,209.01
SFTBY,SoftBank Group Corp.,2.11,0.5172920051102232,-0.7417523944661227,0.0354924616240572,0.0,0.02349253167080106,216338.93507771892,205053.52607771894,188122.50098873297,46.17
NTTYY,Nippon Telegraph and Telephone Corporation,0.27,0.08548767153565077,-0.7417523944661227,0.023319897460589996,0.0,0.020323024189339352,268570.3778129446,266651.3308129446,136744.27221176645,46.03
DTEGY,Deutsche Telekom AG,0.11,-0.36838119718762274,-0.7417523944661227,0.010525334051280914,0.0,0.006896148189513024,6640.052728556152,6583.927728556152,1389.0142887249267,17.39
DCMYY,"NTT DOCOMO, INC.",0.38,0.3728554029884177,-0.7417523944661227,0.0314207938102435,0.0,0.031206771625720418,74601.23295898567,74771.19595898567,20827.631186346985,22.92
TMUS,"T-Mobile US, Inc.",0.67,0.03563750967842505,-0.7417523944661227,0.021914621397834802,0.0,0.014193639536468156,2364.1355346814817,2339.359534681482,2738.33493466169,74.45
SOBKY,SoftBank Corp.,,,,,,,,,,
KDDIY,KDDI Corporation,0.15,0.017644197375190927,-0.7417523944661227,0.021407389924006634,0.0,0.018367368464336054,156393.67683966033,155406.72183966034,65023.73298730558,12.56
AMOV,"América Móvil, S.A.B. de C.V.",0.28,-0.4180892513866828,-0.7417523944661227,0.009124064003409413,0.0,0.005659888509976143,115484.38378993618,114867.18573593619,1739.094409325302,14.53
